"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"scrolls-b.webp","Scrolls — Sub-Table B (Spell Scrolls)","emblem","—","item icon","Small evocative table emblem: an emblem of spell scrolls scrolls - sub-table b","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/scrolls-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-armors.webp","Special Armors","emblem","—","item icon","Small evocative table emblem: an emblem of special armors","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-armors.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-weapons.webp","Special Weapons","emblem","—","item icon","Small evocative table emblem: an emblem of special weapons","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-weapons.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-weapons-a.webp","Special Weapons — Sub-Table A","emblem","—","item icon","Small evocative table emblem: an emblem of special weapons - sub-table a","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-weapons-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-weapons-b.webp","Special Weapons — Sub-Table B","emblem","—","item icon","Small evocative table emblem: an emblem of special weapons - sub-table b","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-weapons-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-weapons-c.webp","Special Weapons — Sub-Table C","emblem","—","item icon","Small evocative table emblem: an emblem of special weapons - sub-table c","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-weapons-c.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"special-weapons-d.webp","Special Weapons — Sub-Table D","emblem","—","item icon","Small evocative table emblem: an emblem of special weapons - sub-table d","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/special-weapons-d.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"spell-failure.webp","Spell Scroll Failure","emblem","—","item icon","Small evocative table emblem: an emblem of spell scroll failure","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/spell-failure.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"staves.webp","Staves","emblem","—","item icon","Small evocative table emblem: an emblem of staves","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/staves.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"threatening.webp","Encounter Reaction — Party Threatening","emblem","—","item icon","Small evocative table emblem: crossed gaming dice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/threatening.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-a.webp","Treasure Type A","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-a.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-b.webp","Treasure Type B","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-b.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-c.webp","Treasure Type C","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-c.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-container.webp","Treasure Container","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-container.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-d.webp","Treasure Type D","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-d.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-e.webp","Treasure Type E","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-e.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-f.webp","Treasure Type F","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-f.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-g.webp","Treasure Type G","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-g.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-h.webp","Treasure Type H","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-h.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-hiding.webp","Treasure Hiding","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-hiding.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-i.webp","Treasure Type I","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-i.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-j.webp","Treasure Type J","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-j.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-k.webp","Treasure Type K","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-k.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-l.webp","Treasure Type L","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-l.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-m.webp","Treasure Type M","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-m.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-n.webp","Treasure Type N","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-n.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-o.webp","Treasure Type O","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-o.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-p.webp","Treasure Type P","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-p.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-q.webp","Treasure Type Q","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-q.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-r.webp","Treasure Type R","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-r.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-s.webp","Treasure Type S","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-s.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-t.webp","Treasure Type T","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-t.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-traps.webp","Treasure Traps","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-traps.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-u.webp","Treasure Type U","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-u.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
"treasure-v.webp","Treasure Type V","emblem","—","item icon","Small evocative table emblem: a small treasure pile with spilled coins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/tables/treasure-v.webp; non-physical subject (emblem kind — see header); a usable library icon already exists — regenerate only for the unified look"
